keyword,title,creator,abstract,year,publisher,subject,item_url
christianization,Christianity. Part 4,,"A collection of pamphlets published during 2007-2011. Collected and organized by the Library of Congress Office, New Delhi. Contents list arranged alphabetically by title. Master microform held by: DLC.",2011,,christianity | christian philosophy | india,https://www.loc.gov/item/2011354424/
christianization,Christianity. Part 5,,"A collection of pamphlets published during 2010-2012. Collected and organized by the Library of Congress Office, New Delhi. Contents list arranged alphabetically by title. Master microform held by: DLC.",2012,,christianity | christian philosophy | india,https://www.loc.gov/item/2012324981/
christianization,"La Via Romea Imperiale : Mantova, Modena, Pistoia sulla strada dei sovrani germanici : storia, arte e identità",,Collected essays. Includes bibliographical references.,2015,,"to 1500 | italy | history | christian art and symbolism | geography, ancient | church architecture | painting, medieval | christian pilgrims and pilgrimages",//lccn.loc.gov/2017459221
christianization,Christianity. Part 3,,"A collection of pamphlets published during 1996-2010. Collected and organized by the Library of Congress Office, New Delhi. Contents list arranged alphabetically by title. Master microform held by: DLC. English and Konkani.",2010,,christianity | christian philosophy | india,https://www.loc.gov/item/2010347028/
christianization,Christianity. Part 2,,"A collection of pamphlets published during 2000-2009. Collected and organized by the Library of Congress Office, New Delhi. Contents list arranged alphabetically by title. Master microform held by: DLC. English, Bengali, Konkani, and Malayalam.",2010,,christianity | christian philosophy | india,https://www.loc.gov/item/2010347051/
christianization,À la recherche du temps sacré : Jacques de Voragine et la Légende dorée,,Includes bibliographical references (p. [265]-274).,2011,,"christian hagiography | to 1500 | christian saints | jacobus | de voragine | history | rhetoric, medieval | legenda aurea | biography | history and criticism",//lccn.loc.gov/2012391304
christianization,"H.Res.542 - 118th Congress (2023-2024): Condemning human rights violations and violations of international religious freedom in India, including those targeting Muslims, Christians, Sikhs, Dalits, Adivasis, and other religious and cultural minorities.",,"Summary of H.Res.542 - 118th Congress (2023-2024): Condemning human rights violations and violations of international religious freedom in India, including those targeting Muslims, Christians, Sikhs, Dalits, Adivasis, and other religious and cultural minorities.",2023,,international affairs | congress,https://www.congress.gov/bill/118th-congress/house-resolution/542
christianization,"H.Res.1196 - 117th Congress (2021-2022): Condemning human rights violations and violations of international religious freedom in India, including those targeting Muslims, Christians, Sikhs, Dalits, Adivasis, and other religious and cultural minorities.",,"Summary of H.Res.1196 - 117th Congress (2021-2022): Condemning human rights violations and violations of international religious freedom in India, including those targeting Muslims, Christians, Sikhs, Dalits, Adivasis, and other religious and cultural minorities.",2022,,international affairs | congress,https://www.congress.gov/bill/117th-congress/house-resolution/1196
christianization,Religionsunterricht als Ort der Theologie,,Includes bibliographical references.,2012,,christian education | philosophy | germany | religious education,//lccn.loc.gov/2012396839
christianization,Every believer's thought life : defeating destructive mental patterns to gain victory over temptation,,"We live in a sex-saturated world. How can you live a life of integrity in the midst of a sexual onslaught? From the author of the Every Man series (more than 4 million copies sold), Every Believer's Thought Life helps all Christians--men and women alike--understand how to live a life of sexual integrity by taking every thought captive.",2023,,christian life | biblical teaching | integrity | man-woman relationships | christianity | religious aspects,//lccn.loc.gov/2022941809
christianization,"Sts. Peter & Paul's Jesuit Church, East Jefferson Avenue & Saint Antoine Street, Detroit, MI",,Photo(s): 3 | Measured Drawing(s): 12 | Data Page(s): 5,,,jesuit (christian order) | catholic churches,https://www.loc.gov/item/mi0079/
christianization,Simvoly chetyrekh evangelistov : ikh proiskhozhdenie i znachenie,,Summary in German. Includes bibliographical references.,2000,,christian art and symbolism | evangelists (bible),//lccn.loc.gov/00387021
christianization,"San Gabriel de Guevavi, Santa Cruz River, Nogales, Santa Cruz County, AZ",,Photo(s): 6 | Measured Drawing(s): 3 | Data Page(s): 2,,,religious orders | franciscan (christian order) | adobe buildings | building deterioration | jesuit (christian order) | mission churches | religious education | ruins,https://www.loc.gov/item/az0128/
christianization,Saints for dummies,,"Includes bibliographical references and index. Electronic reproduction. Palo Alto, Calif. : ebrary, 2010. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.",2010,,electronic books | christian biography | saints | biography,//lccn.loc.gov/2009942435
christianization,"Mary Atherton Richards House, 1820 University Ave, Honolulu, Honolulu County, HI",,Photo(s): 16 | Measured Drawing(s): 6 | Data Page(s): 20 | Photo Caption Page(s): 3,,,education | modern architectural elements | young men's christian associations | parking garages | young women's christian associations | housing | auditoriums | lanais,https://www.loc.gov/item/hi1142/
christianization,Shūkyōsei no hattatsu shinrigaku = Developmental psychology of religiosity,,"Based on the author's thesis (doctoral)--Tōkyō Gakugei Daigaku, 2007. Includes bibliographical references (pages 185-192) and indexes. In Japanese.",2011,,"developmental psychology | psychology, religious | japan | christians",//lccn.loc.gov/2015523274
christianization,Kirisutokyō daigaku no shimei to kadai : Aoyama Gakuin no genten to 21-seiki ni okeru aratanaru chōsen,,Includes bibliographical references.,2011,,christian education | aoyama gakuin daigaku | japan,//lccn.loc.gov/2016384078
christianization,Leben in Differenz : Luthers Verständnis der Sünde im Kontext von Moral und Kultur,,"Revision of the author's thesis (doctoral)--Philipps-Universität Marburg, 2012. Includes bibliographical references (pages 505-520).",2013,,"theology | sin | luther, martin | christian ethics",//lccn.loc.gov/2013437335
christianization,Unbroken praise,,"As the writer of many of today's most popular worship songs, Matt Redman's music is heard by millions of people every Sunday. Recorded at Abbey Road studios in London, this album presents a new collection of praiseful songs.",2015,,religious | contemporary christian music | gospel music,//lccn.loc.gov/2017609951
christianization,"Deva so znamenem"" : istorii︠a︡ Frant︠s︡ii XV-XXI vekov v portretakh Zhanny d'Ark",,"At head of title: Institut vseobshcheĭ istorii Rossiĭskoĭ akademii nauk. Includes bibliographical references (pages 396-422) and index. Description based on online resource; title from digital title page (East View, viewed May 14, 2024). At head of title: Институт всеобщей истории Российской академии наук. Глава 1. Новый Спаситель Франции -- Глава 2. Девственница на защите города -- Глава 3. Поражение или победа? -- Глава 4. Сомнительная святая -- Глава 5. Юдифь и ее носовой платок -- Глава 6. Личный пантеон кардинала Ришелье -- Глава 7. ""Иоанна во всей своей чистоте"", или Порнография XVIII века -- Глава 8. Наполеон Бонапарт в поисках собственной идентичности -- Глава 9. Назад, в Домреми! -- Глава 10. Королевская лилия -- Глава 11. То, чего никто никогда не видел -- Глава 12. Реинкарнация: от Жоржа Клемансо до Эмманюэля Макрона.",2023,,"joan | christian saints in art | portraits | history in art | christian women saints | of arc, saint | france | history | cult",//lccn.loc.gov/2024768048
christianization,"NEGOTIATIONS WITH THE NATIONAL LIBERATION FRONT IN BEHALF OF THE CHRISTIAN AND MISSIONARY ALLIANCE, FOR THE RELEASE OF FIVE MISSIONARY PRISONERS OF WAR AND RELATED DISCUSSIONS",,"South Vietnam, pre-1975 Cambodia / Refno 0011-0-02",1969,,"benge, mike | gregory, kenneth | live sighting | died captive | olsen, betty | buon mega district | blood, henry | vietti, eleanor a.",https://www.loc.gov/item/powmia/pwmaster_40902/
christianization,"The monumental effigies of Great Britain; selected from our cathedrals and churches for the purpose of bringing together, and preserving correct representations of the best historical illustrations extant, from the Norman conquest to the reign of Henry the Eighth.",,"""Introductions and descriptions ... by Alfred John Kempe ... 1832.""",1817,,great britain | sepulchral monuments | christian antiquities,//lccn.loc.gov/17008789
christianization,Christian Thomasius nach seinen Schicksalen und Schriften,,Includes bibliographical references.,1805,,"thomasius, christian | philosophers | germany | law teachers | biography",https://www.loc.gov/item/91172701/
christianization,"H.Con.Res.223 - 96th Congress (1979-1980): A concurrent resolution expressing the sense of the Congress with respect to the treatment of Christians by the Union of Soviet Socialist Republics, and for other purposes.",,"Summary of H.Con.Res.223 - 96th Congress (1979-1980): A concurrent resolution expressing the sense of the Congress with respect to the treatment of Christians by the Union of Soviet Socialist Republics, and for other purposes.",1979,,international affairs,https://www.congress.gov/bill/96th-congress/house-concurrent-resolution/223
